"","x","y"
"1",7.42303293041254,3.29860187290314
"2",7.23400481299121,3.2973106437066
"3",7.23400481299121,3.2973106437066
"4",7.04497669556987,3.28397612850757
"5",7.02922435245143,3.28420306179682
"6",10.415978122917,3.37993183663862
"7",10.4947398385092,3.37879717019238
"8",10.7782820146412,3.38675565698843
"9",10.8570437302334,3.39766427654469
"10",11.0460718476547,3.39494107707372
"11",10.6680156128121,3.39637304734816
"12",11.3138616806683,3.37903992515402
"13",11.1563382494838,3.39335254404899
"14",10.4632351522723,3.37925103677088
"15",10.3057117210878,3.38553479833085
"16",10.1166836036665,3.36818585446432
"17",9.95916017248208,3.3704551873568
"18",7.97436493955809,3.30671692244948
"19",7.81684150837365,3.31300068400945
"20",7.69082276342609,3.33087386499343
"21",7.58055636159698,3.33246239801816
"22",7.39152824417565,3.33920002615663
"23",7.29701418546498,3.32851833988961
"24",7.10798606804365,3.31116939602308
"25",6.96621497997765,3.30116850962381
"26",6.76143451943788,3.29608978504903
"27",6.57240640201654,3.2787408411825
"28",6.47789234330588,3.25200144024548
"29",6.33612125523988,3.24200055384621
"30",6.1313407947001,3.22889297193643
"31",6.02107439287099,3.21040936162366
"32",6.36762594147677,3.27366211660771
"33",6.49364468642432,3.29994765096623
"34",6.72992983320099,3.34471679563752
"35",6.88745326438543,3.38660617808754
"36",6.96621497997765,3.4015292263113
"37",7.04497669556987,3.42046670320256
"38",7.2655094992281,3.4012319224831
"39",7.50179464600476,3.39782792314439
"40",7.70657510654454,3.39086336171667
"41",7.97436493955809,3.35087563779197
"42",8.00586962579498,3.26611876919598
"43",7.84834619461054,3.24831595875096
"44",7.61206104783387,3.21559010008217
"45",7.47028995976787,3.2096036423504
"46",7.31276652858343,3.21187297524287
"47",6.95046263685921,3.18497701155557
"48",6.68267280384566,3.18080602013777
"49",7.15524309739898,3.17399802146035
"50",9.84889377065296,3.29978400436653
"51",10.2269500054956,3.2381356040796
"52",10.4947398385092,3.27040759616989
"53",10.699520299049,3.27147189207718
"54",10.9673101320625,3.27564288349497
"55",11.2035952788392,3.29231102749376
"56",11.550146827445,3.36359263981281
"57",11.3611187100236,3.40646012595877
"58",11.0933288770101,3.45046227855097
"59",10.841291387115,3.47416535451643
"60",10.5419968678645,3.47044822967713
"61",10.3529687504432,3.4651425718131
"62",10.1481882899034,3.46809270457332
"63",10.0379218880743,3.42953695092305
"64",9.95916017248208,3.41862833136679
"65",9.91190314312674,3.40726584523203
