"","x","y"
"1",4.50574001048247,5.07505051305697
"2",3.9699925070859,5.10091590443857
"3",3.55330000444412,5.12816033406619
"4",3.19613500217974,5.169839024312
"5",3.07708000142494,5.14097050307564
"6",3.07708000142494,5.09515469809175
"7",3.13660750180234,5.04544683173249
"8",3.13660750180234,4.98130470475504
"9",3.19613500217974,4.94992316038934
"10",3.61282750482152,4.93184189175849
"11",3.9699925070859,4.89932636250946
"12",4.20810250859548,4.88375811700796
"13",4.02952000746329,4.99622907209864
"14",3.67235500519891,5.03790776234444
"15",3.25566250255713,5.04682586997851
"16",5.04148751387904,4.81094293575916
"17",5.22007001501123,4.84508255661692
"18",5.39865251614342,4.89754849946824
"19",5.636762517653,4.92779605895063
"20",5.7558175184078,4.96582774118376
"21",5.93440001953999,4.98164104004797
"22",6.35109252218177,4.94523344942357
"23",6.52967502331396,4.86025197732322
"24",6.76778502482354,4.78054160484428
"25",6.88684002557834,4.73610483810642
"26",7.06542252671053,4.69693917098996
"27",6.11298252067218,4.80502795797985
"28",5.7558175184078,4.81921716523532
"29",5.51770751689821,4.8439485717336
"30",6.47014752293656,4.79083875072438
"31",7.30353252822011,4.88296046741757
"32",7.72022503086189,4.86487919878672
"33",8.07739003312627,4.82320050854092
"34",8.37502753501326,4.81290336266082
"35",8.67266503690024,4.80260621678072
"36",8.85124753803243,4.7909300326546
"37",8.07739003312627,4.76822154256025
"38",8.13691753350367,4.71851367620099
"39",8.07739003312627,4.67658993259248
"40",8.13691753350367,4.62688206623321
"41",10.9942375516187,4.44922628121199
"42",10.9942375516187,4.46755260320555
"43",10.9942375516187,4.49504208619588
"44",10.9347100512413,4.55391311355192
"45",10.9942375516187,4.60500001815721
"46",11.0537650519961,4.63776060076895
"47",11.4704575546379,4.61051617114132
"48",11.7680950565249,4.53607689828378
"49",11.8276225569023,4.4955321929213
"50",12.0062050580345,4.45636652580484
"51",12.244315059544,4.39498247531945
"52",12.3633700602988,4.35970886957837
"53",12.6014800618084,4.42660907304787
"54",12.9586450640728,4.47656199276984
"55",13.3158100663372,4.4898622685047
"56",13.6134475682242,4.47040196162782
"57",13.6134475682242,4.41542299564716
"58",13.6729750686016,4.3657151292879
"59",13.6134475682242,4.32379138567938
"60",13.6134475682242,4.25964925870194
"61",14.5658875742625,4.40812897962183
"62",14.9230525765269,4.32979764538891
"63",15.0421075772817,4.27619771765427
"64",15.2802175787913,4.22397682816566
"65",15.2802175787913,4.17816102318177
"66",15.6373825810557,4.25560342589408
"67",15.8159650821879,4.28974304675184
"68",16.0540750836974,4.31082744523745
"69",4.08904750784069,2.09677813574156
"70",3.9699925070859,2.10456225849231
"71",3.61282750482152,2.13707778774134
"72",3.13660750180234,2.17737743974112
"73",2.71991499916056,2.17713238637841
"74",2.77944249953796,2.12742452001914
"75",3.19613500217974,2.09101692939474
"76",3.61282750482152,2.02711985578001
"77",3.8509375063311,1.99322528828495
"78",3.79141000595371,1.94213838367966
"79",3.55330000444412,1.93021714619083
