"","x","y"
"1",5.47392175793094,1.63621014203177
"2",5.20816576273728,1.70404906582103
"3",4.96518885284593,1.77171362041307
"4",4.72221194295458,1.83499120057255
"5",4.47923503306324,1.91581667846226
"6",4.27422326534241,2.00073851545583
"7",4.0919905829239,2.06793808552196
"8",3.9173509289395,2.14385348138746
"9",3.77308338869151,2.23269730828767
"10",3.64400190531173,2.32142488905641
"11",3.53010647880016,2.41881017255878
"12",3.45417619445912,2.51590484073246
"13",3.32509471107934,2.67921098685469
"14",3.2643504836065,2.84199402538526
"15",3.24916442673829,3.02197622325162
"16",3.2643504836065,3.19733895442247
"17",3.37824591011807,3.39826793233405
"18",3.46936225132733,3.58182338171263
"19",3.62122282000942,3.65962646018388
"20",3.78826944555972,3.80750488344459
"21",3.99328121328054,3.92438387034869
"22",4.2590372084742,4.01886300056409
"23",4.51720017523376,4.10462630498011
"24",4.78295617042742,4.1683966141676
"25",5.09427033622571,4.26252700598855
"26",5.43595661576042,4.34326398224888
"27",5.7472707815587,4.4198464763396
"28",6.08895706109341,4.47864858043714
"29",6.42305031219401,4.57260460306088
"30",6.29396882881423,4.41566161560636
"31",6.21803854447319,4.24076386896142
"32",6.19525945917088,4.0566853119912
"33",6.30915488568244,3.92859120746092
"34",6.42305031219401,3.79611012849808
"35",6.5749108808761,3.698434229667
"36",6.81788779076745,3.62199572620985
"37",7.03808561535648,3.5676664641127
"38",7.30384161055015,3.54369728464903
"39",7.63793486165075,3.5499138186216
"40",7.8960978284103,3.6269031741725
"41",8.00999325492187,3.77518845889339
"42",8.06314445396061,4.00290426792624
"43",8.12388868143344,4.23933590275847
"44",8.19981896577449,4.43178154713363
"45",8.19981896577449,4.65990421762666
"46",8.44279587566583,4.57030479087183
"47",8.57187735904561,4.37628982372169
"48",8.60984250121614,4.27948577087671
"49",8.79207518363465,4.27809081729897
"50",9.05783117882831,4.2848304588632
"51",9.20209871907629,4.28372612061415
"52",9.31599414558786,4.39252863544201
"53",9.39192442992891,4.51039571446368
"54",9.58175014078152,4.63616489636438
"55",9.61212225451794,4.47361435009677
"56",9.65008739668846,4.32416660406109
"57",9.68805253885899,4.16155793472774
"58",9.7108316241613,4.04293525585145
"59",9.76398282320003,3.88021034038662
"60",9.82472705067287,3.70865335299093
"61",9.96899459092086,3.59787465392793
"62",10.2879017851533,3.54278979197617
"63",10.5688438372151,3.52747831524613
"64",10.8118207471065,3.51684442827735
"65",11.069983713866,3.55873798836778
"66",11.3509257659279,3.66187482131681
"67",11.5559375336487,3.77875380822092
"68",11.6546469032921,3.89644651804537
"69",11.6698329601603,4.05864832591855
"70",11.6698329601603,4.19903150776041
"71",11.6166817611216,4.33982155106245
"72",11.4800072493077,4.42860725489693
"73",11.3737048512302,4.50399954317077
"74",11.6166817611216,4.48020473290431
"75",11.8596586710129,4.42570110160995
"76",12.1178216377725,4.37985517304922
"77",12.375984604532,4.3120743723257
"78",12.6417405997257,4.248622422969
"79",12.884717509617,4.1458620729165
"80",13.1049153342061,4.09153281081935
"81",13.3706713293997,4.0017590148673
"82",13.6516133814616,3.89432107505354
"83",13.8186600070119,3.8272377511189
"84",13.9629275472599,3.72961997535357
"85",14.1527532581125,3.64042741005891
"86",14.3046138267946,3.49010781803714
"87",14.4868465092131,3.33516875931986
"88",14.5627767935541,3.1942043468206
"89",14.5855558788565,2.9922291537257
"90",14.5475907366859,2.80826684288695
"91",14.5096255945154,2.65501335307612
"92",14.410916224872,2.51977274552143
"93",14.3046138267946,2.39775118433015
"94",14.1679393149807,2.29351001313207
"95",14.0388578316009,2.16288887227289
"96",13.8945902913529,2.08064069630334
"97",13.7199506373685,1.98546408929907
"98",13.5149388696477,1.90806787228799
"99",13.3706713293997,1.83459364518355
"100",13.1656595616789,1.76158440260503
"101",12.9226826517875,1.69763972422032
"102",12.6569266565939,1.64703033833051
"103",12.3987636898343,1.58320190607728
"104",12.2848682633228,1.58407375206337
"105",12.4746939741754,1.72300385726175
"106",12.6037754575551,1.87555987028371
"107",12.6189615144234,2.01143983156154
"108",12.6189615144234,2.13427511567317
"109",12.4898800310436,2.21861572200935
"110",12.3456124907956,2.28552467674677
"111",12.1026355809042,2.34002830804114
"112",11.8596586710129,2.3418882461448
"113",11.6698329601603,2.29947157846271
"114",11.4648211924395,2.26155813134465
"115",11.2977745668892,2.19703222230255
"116",11.1079488560365,2.12390673359255
"117",10.994053429525,2.05897396309027
"118",10.9409022304862,2.01551108022487
"119",10.8649719461452,2.09067087623575
"120",10.7738556049359,2.18788179054091
"121",10.6599601784244,2.27649312517816
"122",10.4397623538353,2.30888751511252
"123",10.2879017851533,2.3319848485901
"124",10.0677039605642,2.30296159646864
"125",9.89306430657981,2.25165473378995
"126",9.7108316241613,2.15653624985142
"127",9.61212225451794,2.06955236105487
"128",9.42988957209943,1.98320782598146
"129",9.27802900341734,1.86592197761718
"130",9.16413357690577,1.7483455139242
"131",9.01986603665778,1.60906667033139
"132",8.890784553278,1.51354132493268
"133",8.81485426893696,1.63257086526915
"134",8.7161448992936,1.76493569810051
"135",8.5490982737433,1.88466271522585
"136",8.42001679036352,2.01287306588761
"137",8.23778410794501,2.12394238027932
"138",8.06314445396061,2.22179264830761
"139",7.91887691371262,2.29747555191015
"140",7.71386514599179,2.35168856787582
"141",7.52403943513918,2.36630256781698
"142",7.31902766741835,2.35471096729427
"143",7.18994618403858,2.31621628951882
"144",7.07605075752701,2.23812259571887
"145",6.96215533101544,2.13370705532356
"146",6.94696927414723,2.06801868496667
"147",6.81788779076745,2.13481139357262
"148",6.61287602304663,2.24166810272898
"149",6.4078642553258,2.33097691415511
"150",6.18007340230267,2.385364299318
